Income_INR,Village_Risk_Score,Loan_Size_INR,Past_Repayment_History,Default
14138,0.33,30443,1,1
5925,0.137,10658,0,0
13408,0.249,15282,0,0
20618,0.234,39515,0,1
9748,0.481,9618,2,0
36294,0.222,73545,0,0
5000,0.41,5000,1,0
14001,0.298,18148,2,0
17734,0.298,16837,2,0
15454,0.634,32687,0,1
8935,0.094,17699,1,1
8559,0.105,18555,1,0
12358,0.248,21852,0,0
14881,0.067,30807,2,0
13376,0.185,17676,2,0
16647,0.575,30364,1,0
5946,0.428,5000,1,0
8831,0.493,19867,1,0
6185,0.186,11369,2,0
8159,0.143,18104,2,0
16442,0.321,33193,0,1
10446,0.345,10460,2,0
36440,0.332,35458,2,0
10902,0.196,22667,0,0
10196,0.099,8034,0,0
10436,0.314,6600,1,1
7194,0.316,5000,1,0
9615,0.449,9871,2,0
17394,0.389,10583,1,1
10477,0.092,21830,1,1
6655,0.192,9435,1,0
6232,0.248,5797,1,1
7902,0.423,13152,1,0
10269,0.248,5625,1,0
17976,0.115,34601,0,1
5063,0.399,7356,2,0
8434,0.196,5000,0,1
10637,0.424,11386,0,1
5000,0.405,9877,1,0
6523,0.293,5186,1,0
7044,0.174,17048,1,0
6647,0.384,15176,1,1
10893,0.116,22161,1,1
9133,0.518,5160,1,0
7497,0.369,8570,0,1
12258,0.608,12579,2,1
23424,0.243,16139,1,1
22463,0.231,56139,1,0
5000,0.318,5000,2,0
13207,0.534,14028,2,1
9054,0.326,20356,1,1
10695,0.319,7521,1,0
8110,0.166,11240,1,1
10496,0.302,25705,0,1
10675,0.351,9814,2,1
7409,0.43,13903,1,1
6322,0.349,5000,0,1
7908,0.38,13142,2,1
11126,0.436,12373,1,1
13353,0.065,24957,2,1
15163,0.379,19850,1,1
7730,0.26,7945,1,0
11406,0.219,17641,1,0
16014,0.446,11103,1,0
17726,0.49,37407,0,1
9610,0.275,18994,2,0
8862,0.301,13686,0,1
10889,0.103,12749,1,0
5569,0.196,12933,0,1
8983,0.35,15563,2,0
14361,0.106,14333,1,0
13642,0.287,28569,2,0
8646,0.382,14988,1,1
11035,0.381,7357,2,1
6552,0.177,5000,1,0
14069,0.529,33344,1,0
9519,0.243,9563,1,1
8621,0.063,15461,0,1
8259,0.239,5000,1,1
9590,0.509,15044,2,1
7911,0.233,7004,1,0
13753,0.121,9534,2,0
8122,0.329,16442,0,1
21949,0.147,46094,1,0
20590,0.482,39162,0,1
6337,0.574,5000,1,0
10248,0.549,10230,2,1
7148,0.015,8278,2,0
8405,0.014,15557,0,0
26935,0.417,53511,0,0
8486,0.347,14583,1,0
11850,0.547,24377,2,0
12973,0.025,16830,1,1
6001,0.114,9228,1,0
6453,0.272,5000,1,0
5415,0.149,7023,0,1
6355,0.357,8315,1,1
5000,0.06,8420,1,0
12994,0.233,15510,1,0
27642,0.5,24898,1,1
10656,0.14,9579,0,1
5000,0.219,5000,2,0
7176,0.349,13436,1,0
7868,0.335,13433,2,0
5950,0.273,9618,1,0
15215,0.156,23054,0,1
14840,0.151,17390,2,0
5554,0.037,11187,2,0
14221,0.046,33225,0,0
21235,0.143,28114,0,0
25623,0.539,32262,0,0
40000,0.409,29669,2,0
6304,0.041,11401,1,0
40000,0.029,62879,1,1
8290,0.114,20517,1,0
7359,0.188,11974,2,0
11655,0.201,11726,2,0
7398,0.366,11704,1,0
12082,0.256,29818,1,1
5115,0.239,9815,0,1
8783,0.323,5885,1,0
18822,0.285,21092,1,0
9618,0.331,9880,1,1
10623,0.059,23363,1,0
12551,0.252,21130,2,1
17771,0.081,37340,1,0
5000,0.502,5000,1,0
13256,0.125,30581,1,1
8655,0.218,5000,1,0
10757,0.435,12770,1,0
16814,0.196,7225,1,1
5447,0.066,5000,0,0
5965,0.065,14439,0,1
5000,0.136,5000,1,1
7520,0.407,5304,2,0
19249,0.579,45084,2,0
9318,0.135,17623,2,1
5064,0.237,6353,2,0
7763,0.47,5000,1,0
5000,0.187,10242,1,0
5638,0.578,8089,0,0
12020,0.151,12962,2,0
5503,0.114,6370,1,0
17262,0.317,25222,0,0
9551,0.061,14877,0,1
10329,0.199,21878,1,0
8611,0.31,17399,1,0
14565,0.369,29289,0,1
14640,0.106,28279,2,0
11702,0.127,23303,1,0
13126,0.315,23929,0,0
8901,0.155,19786,1,0
12979,0.369,20385,2,0
8358,0.119,12486,0,1
9908,0.444,18555,2,0
8627,0.242,6458,1,0
7874,0.449,15997,2,1
7012,0.531,16590,2,0
12504,0.508,12781,2,0
19059,0.618,32080,0,1
17775,0.424,8327,1,1
5280,0.123,10603,1,1
18856,0.091,29704,1,1
8441,0.277,15318,2,0
13364,0.311,9359,0,0
6291,0.364,13210,2,0
10625,0.359,9960,2,0
11577,0.271,21281,2,1
5000,0.268,8227,2,0
13415,0.291,23784,1,1
19398,0.221,9806,0,1
9069,0.355,17757,1,0
19537,0.164,40442,1,1
9001,0.406,12576,1,1
15135,0.032,19049,1,0
5000,0.162,5596,0,1
33169,0.479,77900,1,0
20904,0.422,41509,2,1
8584,0.081,16027,1,0
5000,0.289,11718,2,0
11430,0.377,12943,1,1
5000,0.382,8616,0,0
12362,0.557,22755,0,0
12158,0.257,30299,2,0
6181,0.118,8017,0,0
17335,0.105,21502,2,0
14805,0.07,8549,2,0
16121,0.228,9781,1,0
9941,0.076,14660,1,1
5000,0.128,5000,1,0
16138,0.302,8926,1,1
8645,0.259,20976,0,0
5000,0.083,11989,0,0
19458,0.111,21074,1,0
28274,0.268,58208,2,0
9695,0.108,21642,0,1
29131,0.359,40083,2,0
10359,0.476,9010,2,0
8182,0.314,5503,0,0
7221,0.7,5023,1,1
22438,0.323,46527,2,0
6700,0.538,8089,1,0
14294,0.21,26535,1,1
7483,0.579,11458,2,0
7862,0.049,9661,1,0
16566,0.131,10933,2,0
8184,0.114,9004,0,0
8083,0.188,17496,1,1
17437,0.04,36688,1,0
21997,0.285,10109,2,0
13661,0.353,9489,1,0
7133,0.19,14177,1,0
7667,0.105,8472,0,1
10300,0.195,18041,2,0
11619,0.538,18378,0,1
6039,0.253,10685,0,0
14207,0.829,7285,0,0
10329,0.38,24329,2,0
5000,0.084,5000,2,0
6220,0.038,5000,2,0
7691,0.515,6729,0,1
9543,0.068,23727,1,0
25454,0.348,14058,1,0
11148,0.626,24933,1,1
6500,0.264,5000,1,0
11051,0.456,6952,1,1
8299,0.071,16896,2,0
11642,0.259,25356,1,0
13230,0.26,27302,2,0
18117,0.122,16417,2,0
9777,0.52,21976,2,0
22459,0.28,12374,1,0
15584,0.1,17425,1,1
6948,0.29,9538,0,1
29879,0.273,16201,2,0
11655,0.202,18854,0,0
6518,0.112,10265,0,1
22616,0.125,56171,1,0
27970,0.373,47702,1,0
9735,0.322,12021,1,0
7693,0.043,15844,1,0
9079,0.385,10018,1,1
14148,0.301,21491,2,0
18749,0.167,9683,2,0
13164,0.107,14185,2,0
10413,0.248,15714,1,0
20931,0.476,39243,0,0
8464,0.266,5145,1,0
16571,0.321,34371,0,1
8569,0.106,19627,2,0
12277,0.084,12156,2,0
9350,0.408,18769,2,0
9624,0.401,7494,1,1
8195,0.313,12286,1,0
19388,0.147,40231,1,1
6860,0.132,8312,1,0
6835,0.138,5000,2,0
28580,0.54,43841,1,1
16137,0.409,35081,0,1
5000,0.183,5000,1,1
7460,0.178,5000,0,1
5000,0.236,10494,1,0
6152,0.411,5912,0,1
5000,0.254,5825,1,0
9241,0.363,5384,1,0
5591,0.212,5000,2,0
10198,0.497,17240,0,1
5000,0.339,7798,1,1
10316,0.348,10460,0,0
8042,0.52,10863,0,1
20972,0.273,25486,1,1
20043,0.091,37273,1,0
14656,0.449,32397,1,0
8405,0.434,16868,0,1
26707,0.361,10930,1,0
5000,0.259,5000,1,1
5000,0.196,6508,1,1
9491,0.296,20773,2,0
30546,0.3,27420,1,0
8944,0.465,20088,1,1
9030,0.451,5698,1,1
5000,0.158,5000,1,1
15882,0.212,36818,2,0
15940,0.238,11798,2,0
14684,0.309,20175,1,1
7225,0.323,7836,0,0
6951,0.098,5000,2,0
5184,0.342,8955,0,1
10321,0.162,25015,1,0
5766,0.184,10275,0,0
5493,0.236,6277,1,0
8007,0.213,15172,1,0
7749,0.146,5431,1,0
7562,0.387,12237,2,0
12496,0.135,17318,1,0
10296,0.4,11901,2,0
8569,0.171,16736,1,1
10845,0.032,7036,2,1
6028,0.279,9156,1,1
10432,0.142,22890,0,1
10671,0.321,8788,0,1
5000,0.136,5000,1,0
16282,0.344,29103,2,0
6369,0.233,12881,0,1
10354,0.419,10302,2,0
17715,0.401,20475,2,0
15722,0.108,30718,0,1
10068,0.092,10060,0,1
8256,0.027,14854,0,1
15894,0.432,11659,1,1
13868,0.143,17525,1,0
7264,0.083,13412,1,0
6651,0.366,9084,0,1
5000,0.266,5000,1,0
10689,0.065,13398,1,0
9496,0.12,9548,0,0
17467,0.744,10702,2,0
11843,0.579,5000,0,1
19285,0.504,9557,1,0
6983,0.273,16714,0,1
17484,0.332,34525,0,1
7597,0.331,18031,1,1
14600,0.389,9359,1,0
5000,0.186,7990,0,1
11131,0.469,6399,1,0
5000,0.33,5000,1,0
8659,0.032,11943,1,0
12334,0.318,21676,2,0
7627,0.459,5000,1,1
5853,0.239,6828,2,0
15109,0.098,8904,1,0
9398,0.017,10905,2,0
7748,0.597,10775,1,0
10106,0.189,11206,0,0
36987,0.277,59554,0,1
17619,0.58,28677,1,0
17699,0.364,19454,2,1
12305,0.226,14989,0,1
10756,0.499,14265,1,0
5000,0.11,5944,1,0
7048,0.157,14077,1,0
7783,0.089,5400,0,0
5000,0.216,10998,0,1
5548,0.116,6079,0,0
5000,0.722,9601,0,1
9709,0.074,21903,0,1
14903,0.085,33737,0,1
17212,0.128,23236,1,1
12178,0.617,11433,1,1
6113,0.097,10222,2,0
5000,0.215,5000,2,0
5000,0.112,10301,1,0
5247,0.127,9937,0,0
6345,0.395,13141,2,0
9137,0.209,11968,1,0
5960,0.606,9361,2,0
11725,0.153,7219,1,0
8811,0.588,16249,2,1
9949,0.083,14151,1,0
17502,0.146,25718,1,0
5485,0.119,11951,1,0
12201,0.252,24670,0,1
9828,0.145,14977,2,0
8377,0.403,9597,0,0
15407,0.447,20608,1,1
15359,0.381,17457,2,1
6165,0.113,5000,1,0
9035,0.246,15867,0,0
11391,0.318,21098,0,0
8634,0.301,21063,0,1
13260,0.082,17993,1,1
11391,0.041,28413,0,1
24742,0.183,19618,2,0
5000,0.038,8894,1,1
9309,0.531,23171,0,1
6283,0.238,10963,1,1
13387,0.38,18072,1,1
5000,0.292,7410,1,1
11768,0.166,25602,1,0
7222,0.06,17133,2,0
6856,0.209,9278,2,0
5000,0.256,10109,1,1
7843,0.211,18516,1,0
17021,0.486,16893,1,1
9773,0.429,14030,1,1
13545,0.398,33734,0,1
22750,0.339,25987,1,0
11292,0.187,19212,1,0
7484,0.377,13320,1,0
12501,0.584,9047,1,0
7539,0.21,15785,2,0
7690,0.402,9745,1,0
5000,0.372,7253,2,0
15726,0.273,27521,2,0
8159,0.201,10298,2,0
10840,0.398,11736,2,0
5895,0.174,9123,2,0
12307,0.188,13886,0,0
6761,0.151,8869,0,0
9220,0.433,5787,0,1
15350,0.225,33371,1,1
14696,0.437,18585,1,1
9788,0.127,5617,2,0
5000,0.331,10295,1,1
40000,0.42,17648,2,0
23692,0.389,39297,2,1
14204,0.188,26642,0,0
6791,0.493,5443,0,1
9350,0.219,6317,2,0
7542,0.199,5000,0,0
18618,0.586,46286,0,1
11285,0.287,22408,1,0
6686,0.149,7066,0,1
7821,0.096,8640,2,0
17336,0.255,30549,1,1
22027,0.095,29981,0,0
21251,0.436,20609,1,0
14450,0.297,7513,0,1
8722,0.196,17847,0,1
5000,0.115,11326,1,0
11482,0.093,9559,1,1
9888,0.345,5271,1,0
10614,0.089,6890,2,0
10167,0.302,12912,2,0
5099,0.244,5245,2,0
13078,0.101,7248,1,0
13576,0.736,18399,0,1
13921,0.162,11529,2,0
15887,0.15,8588,0,0
13386,0.47,23850,0,0
8062,0.251,12918,2,1
9552,0.161,20399,2,0
10358,0.359,10718,0,1
10444,0.37,7156,1,1
16303,0.471,18851,1,1
13654,0.058,27791,2,0
27963,0.231,25381,1,0
29828,0.112,27905,2,0
10299,0.271,7311,2,0
5000,0.051,12358,1,1
18368,0.293,44661,2,0
7553,0.342,13460,1,0
6629,0.21,5642,1,0
8109,0.237,16297,1,0
7916,0.26,12873,1,0
13441,0.101,26535,1,0
5000,0.15,11034,1,0
5774,0.052,6171,1,0
11749,0.286,27244,0,0
13513,0.365,30905,1,0
13640,0.144,21128,1,0
6677,0.274,12270,0,1
6068,0.155,7665,2,0
7682,0.033,13641,0,1
11158,0.444,17326,1,1
20800,0.185,22421,2,0
5000,0.237,5389,1,0
8862,0.263,15674,0,1
5083,0.049,12244,0,1
5000,0.448,5000,0,0
16050,0.391,19650,0,0
12994,0.158,27185,1,1
12390,0.265,8157,1,1
15685,0.257,39022,0,1
7786,0.055,14203,2,0
7971,0.203,18436,1,0
29521,0.055,63763,1,1
8749,0.238,17778,1,1
14293,0.056,6705,1,1
9928,0.403,12447,1,1
5000,0.407,5000,2,0
5000,0.215,11148,2,0
7409,0.244,13548,1,0
16781,0.405,10486,2,0
14678,0.26,16956,1,0
15631,0.064,8527,1,0
6041,0.321,11805,0,0
22201,0.286,28384,1,1
6109,0.072,5450,2,0
11008,0.402,16371,0,0
9846,0.213,5000,0,0
9073,0.141,8531,2,0
19327,0.055,14846,1,0
6956,0.397,16378,0,0
5040,0.468,6007,2,0
9996,0.331,16268,1,0
8103,0.319,11800,1,1
40000,0.271,71373,1,1
13880,0.392,13688,1,0
8065,0.555,5271,2,0
5836,0.05,5000,2,0
5000,0.137,5000,1,0
5927,0.154,8381,1,0
10482,0.127,9388,2,0
20204,0.182,26496,1,1
17341,0.137,8003,2,0
11098,0.535,19065,1,1
8420,0.262,18896,1,0
11320,0.122,5659,2,0
7636,0.112,6551,1,0
23369,0.168,24942,2,0
9003,0.296,9032,1,0
9478,0.223,5000,1,0
5000,0.28,5000,2,0
8975,0.029,20789,1,0
15036,0.368,28477,2,0
5803,0.416,14001,1,1
6799,0.499,9009,1,1
14711,0.486,33040,2,0
5000,0.311,10573,0,1
16796,0.512,37579,0,1
7585,0.025,5000,2,0
8149,0.121,14426,2,1
5642,0.461,8970,2,1
11956,0.258,18472,1,1
33858,0.517,49406,2,0
14628,0.19,30304,2,1
6424,0.428,15630,1,1
17462,0.372,37382,2,0
8447,0.211,18820,0,1
19677,0.04,27867,1,1
14814,0.159,27410,1,1
5000,0.201,6363,1,0
5990,0.474,6928,0,1
15870,0.24,36185,1,0
10676,0.266,24566,0,1
5932,0.325,10871,1,0
7209,0.086,15569,1,0
5000,0.411,5783,1,1
9469,0.413,12413,2,0
29891,0.64,63494,0,1
14801,0.457,18292,2,0
29590,0.437,14319,1,1
15385,0.429,17569,0,1
16543,0.279,20452,1,0
26556,0.145,19246,2,0
11951,0.169,13417,2,0
9012,0.221,21290,0,1
16586,0.303,36538,0,1
20474,0.11,27362,1,1
7785,0.234,14720,1,1
6899,0.288,5000,2,0
10608,0.35,21008,2,0
14999,0.276,20986,2,0
14750,0.323,28282,0,0
5000,0.135,8762,0,1
25740,0.446,22877,2,0
7182,0.064,15463,1,0
8668,0.123,13883,1,0
6302,0.358,12899,1,1
38145,0.301,22787,1,0
11170,0.094,18903,2,0
6467,0.352,6551,2,1
15244,0.162,33657,1,1
14538,0.071,34805,0,1
9010,0.134,5000,0,1
15067,0.091,28944,0,1
6550,0.037,5000,0,0
7735,0.407,17023,0,1
5000,0.116,5000,0,1
5105,0.348,5000,1,0
24436,0.578,22686,2,0
22487,0.044,43365,2,0
10228,0.339,10374,0,0
22730,0.248,37545,1,0
9135,0.167,14627,1,0
8763,0.594,10907,1,0
10180,0.438,15606,2,0
9297,0.631,6026,0,1
8887,0.232,19907,1,0
17530,0.409,14635,1,0
10668,0.204,23988,0,1
14132,0.279,21048,1,0
16575,0.282,28000,0,0
12017,0.556,11300,1,1
6092,0.312,5281,0,1
5031,0.433,7198,0,1
10661,0.054,10250,1,0
9084,0.135,11706,1,1
10339,0.277,13693,0,0
9818,0.151,9512,2,0
36018,0.533,36473,1,1
5089,0.498,12433,0,1
5000,0.369,8168,0,1
11686,0.108,25090,1,0
8199,0.167,5000,1,0
11591,0.291,5000,2,0
13252,0.127,19747,0,1
18808,0.148,40179,1,0
5000,0.323,8414,2,0
7492,0.335,12733,2,0
12263,0.393,8494,0,0
14548,0.618,35716,2,1
29635,0.385,44819,1,0
15960,0.178,9822,1,1
9620,0.216,12215,0,1
6340,0.459,5000,1,1
7464,0.314,9539,2,0
7358,0.331,13939,1,1
13733,0.214,14824,0,0
11254,0.381,11901,0,1
5106,0.344,7557,2,0
7958,0.126,11515,0,0
15348,0.103,21196,1,0
11799,0.413,17526,2,1
13151,0.304,6585,2,0
11985,0.194,16731,1,1
22319,0.405,55424,1,0
11136,0.13,22330,1,0
8159,0.077,8191,1,1
6261,0.045,11415,0,1
11212,0.241,12253,1,0
5000,0.621,5000,0,1
9025,0.113,18272,1,0
8929,0.315,7501,2,0
5002,0.183,11021,1,1
6222,0.155,7459,1,0
14836,0.433,29514,2,0
11107,0.311,10498,1,1
10413,0.176,18440,0,0
11535,0.027,9762,1,0
10366,0.212,5000,1,0
18424,0.086,38887,0,1
10527,0.102,23138,1,0
5000,0.135,11246,1,0
22360,0.155,10648,2,0
11910,0.519,23796,1,1
7371,0.289,15887,0,0
5288,0.282,5577,1,0
12063,0.569,16743,1,1
9333,0.401,11729,0,1
21743,0.261,28793,2,0
8325,0.48,18133,1,0
6511,0.405,8318,1,1
15489,0.46,16030,2,0
15719,0.28,10591,1,0
10767,0.303,19567,1,0
13879,0.177,8006,2,0
9712,0.322,5132,1,1
11124,0.213,20373,1,1
17720,0.185,32925,2,1
13529,0.442,11068,1,0
9093,0.288,21917,1,1
19461,0.667,39981,2,1
5000,0.163,9207,0,0
27612,0.064,54787,2,0
5000,0.423,6324,2,0
7233,0.308,9814,1,0
9696,0.293,21598,0,1
9198,0.078,5000,1,0
16369,0.019,34132,1,0
5831,0.175,7813,1,0
11275,0.251,15496,0,0
7412,0.515,8034,1,1
11470,0.076,19212,1,0
9581,0.332,17428,1,1
10367,0.095,7647,2,0
7517,0.271,11938,0,0
7669,0.693,10555,0,1
11425,0.238,23331,0,0
15864,0.096,24512,2,0
7338,0.13,9555,1,1
6410,0.262,9683,2,0
13449,0.141,19235,2,0
9737,0.452,23018,0,1
14991,0.361,15815,1,1
6292,0.606,5000,1,1
5000,0.196,8950,1,1
7581,0.391,12646,1,0
6746,0.194,15591,1,1
9514,0.255,6153,2,0
7198,0.051,10779,1,0
14335,0.162,10273,1,0
8569,0.486,11628,1,1
10670,0.253,22180,0,1
10708,0.503,23564,1,1
10910,0.523,23469,1,0
9778,0.424,15152,0,1
12775,0.605,22118,2,1
6648,0.323,10360,2,1
19924,0.224,31452,0,1
8793,0.229,19862,1,1
5137,0.327,5000,0,1
10872,0.417,14367,0,1
6466,0.274,10871,1,0
13803,0.291,27706,1,0
29875,0.347,59750,0,1
6678,0.446,5000,0,1
11686,0.145,10120,1,0
5000,0.092,11570,1,1
12418,0.452,14291,2,0
6355,0.136,5000,0,0
7241,0.082,5934,0,0
5706,0.203,13901,2,0
14272,0.212,14992,1,0
16377,0.551,27658,0,1
10013,0.418,19285,1,1
6423,0.516,11292,1,1
21911,0.262,26137,2,0
6800,0.233,8867,0,0
5000,0.235,10798,2,0
12446,0.141,22302,1,0
5696,0.141,5000,2,0
16224,0.248,13422,2,0
8179,0.384,8189,0,1
13384,0.473,15626,2,1
19945,0.456,32141,0,0
5407,0.226,6325,0,1
7457,0.079,15904,1,0
9529,0.544,13294,2,1
21349,0.15,31054,1,0
7121,0.303,9239,2,1
7352,0.128,7734,1,0
12570,0.477,24160,2,0
7415,0.244,6541,1,0
10681,0.329,19738,0,1
5000,0.303,7561,2,0
29946,0.063,18409,0,0
5044,0.015,5000,1,0
8426,0.378,6368,2,0
9737,0.199,19457,2,0
25753,0.415,31101,1,0
5102,0.212,10666,1,1
26684,0.119,38799,1,0
14452,0.44,6774,1,1
12192,0.762,26539,2,0
6049,0.269,14313,0,1
13168,0.418,7319,1,0
6892,0.214,5773,1,0
18644,0.376,35475,1,0
6090,0.176,15189,0,0
9352,0.253,20952,0,1
7497,0.208,5000,2,0
6040,0.285,10118,1,0
14337,0.29,25764,1,1
12935,0.13,22310,2,0
18115,0.311,28856,0,1
5000,0.177,5068,1,0
16849,0.17,30394,1,0
34638,0.29,66843,1,1
7896,0.155,12706,1,1
25529,0.45,36864,1,0
8676,0.026,7461,1,0
5000,0.241,7719,1,0
8494,0.344,5685,2,0
16715,0.422,9238,1,0
6508,0.278,13235,2,0
7330,0.448,13343,0,0
13316,0.098,23476,0,1
9912,0.209,23284,1,1
13257,0.225,15903,1,1
11146,0.247,13815,1,0
12579,0.371,15961,1,1
7973,0.041,10979,0,1
11112,0.44,16413,0,1
6224,0.371,12660,1,1
18849,0.085,16156,2,0
7207,0.056,9453,1,0
17403,0.668,25422,1,1
8806,0.406,6649,0,0
10948,0.13,20519,1,1
7727,0.208,5000,1,0
5955,0.115,9709,0,0
5000,0.372,5000,0,0
5839,0.552,5000,1,1
8417,0.434,8948,0,1
11003,0.207,14317,0,1
16402,0.418,34713,2,0
7919,0.37,9951,1,0
6367,0.502,14788,1,0
5000,0.314,10846,1,0
12582,0.382,10125,2,1
19763,0.335,14368,2,0
18641,0.213,17002,1,0
14114,0.353,16307,0,1
13619,0.59,22136,0,1
23128,0.184,15277,1,0
11684,0.48,17729,1,1
13671,0.058,22142,1,0
8430,0.611,15072,1,1
5008,0.238,7789,2,0
7030,0.33,14996,2,0
9851,0.227,17214,2,1
10202,0.072,23889,0,1
25929,0.218,48538,2,0
10307,0.431,13563,1,1
17843,0.51,14994,1,1
7962,0.517,5000,0,1
8468,0.444,5000,2,0
5092,0.536,5000,0,1
6828,0.195,5834,0,0
12880,0.469,25224,0,1
9934,0.177,12028,1,0
15858,0.103,17151,1,0
10835,0.411,5526,2,1
8298,0.244,12705,1,1
28973,0.528,48882,1,1
9443,0.225,21185,1,0
17703,0.328,25775,0,1
8098,0.202,5000,1,1
14112,0.232,7579,0,0
15740,0.536,15254,1,1
10984,0.428,7604,2,0
5000,0.278,10091,0,1
9987,0.582,6257,1,1
18310,0.356,13506,0,0
12883,0.285,23194,1,0
12368,0.24,11171,1,1
5000,0.259,12175,2,0
6903,0.145,15275,2,0
12157,0.349,23871,2,0
12151,0.199,13616,0,1
18166,0.358,9432,1,0
9205,0.084,10185,2,0
12123,0.158,14440,1,0
9978,0.296,6661,2,0
6042,0.67,5000,1,1
5000,0.247,9015,1,0
12277,0.42,10902,0,1
10796,0.27,19690,0,0
7265,0.385,11272,1,1
5000,0.326,11465,1,1
13559,0.473,28123,1,0
8664,0.23,6220,0,1
13074,0.253,21983,2,0
25135,0.077,44528,2,0
5000,0.101,11051,1,1
6975,0.17,12179,1,0
8913,0.31,6199,0,1
20484,0.382,19311,1,1
5000,0.333,8694,2,1
26054,0.234,60317,1,1
10592,0.605,24069,2,0
9433,0.326,10888,1,1
8963,0.718,19222,1,1
7957,0.062,11726,1,1
16714,0.115,22985,1,1
5800,0.116,6594,2,0
11762,0.252,21458,1,0
8167,0.436,13551,2,0
6761,0.538,8023,2,0
36061,0.198,72194,2,0
12204,0.033,14603,2,0
13448,0.451,21883,1,1
17481,0.278,21397,2,0
5000,0.043,5000,2,0
23769,0.056,17553,2,0
5000,0.509,8895,0,1
6738,0.423,14175,2,1
7867,0.229,10886,1,0
13238,0.223,14346,1,1
11040,0.199,12218,2,0
9105,0.426,15069,1,1
9837,0.158,13597,1,0
6069,0.458,5000,1,1
5000,0.198,10100,0,0
14232,0.228,9946,0,0
14000,0.324,25440,1,0
21856,0.283,24541,2,0
6667,0.125,10759,2,0
13994,0.075,30728,0,1
8588,0.124,6217,1,1
17948,0.328,36489,2,1
16497,0.056,7926,1,0
10999,0.161,25682,2,0
8351,0.245,6876,2,0
16001,0.334,33096,1,1
13676,0.065,7401,2,0
7028,0.051,7638,1,0
5095,0.066,8817,1,0
8567,0.157,15280,2,0
21114,0.092,39431,2,1
17557,0.252,19959,1,1
5675,0.368,10207,2,0
5519,0.295,7175,2,0
18719,0.077,29735,2,0
5609,0.556,8689,0,1
12767,0.124,9615,2,0
7273,0.179,15840,2,1
22214,0.41,49339,2,1
6733,0.212,5573,2,0
17530,0.523,22346,2,1
10855,0.481,14939,0,1
11227,0.421,17432,2,0
5000,0.491,5000,0,1
5000,0.288,9967,2,0
8863,0.468,19589,2,0
11197,0.156,7822,0,1
5638,0.272,12872,2,0
5742,0.172,12558,2,0
13104,0.572,20164,2,1
13113,0.615,12811,0,1
9238,0.14,7720,2,0
14619,0.439,20864,1,1
5502,0.117,8061,1,1
8283,0.274,14653,2,0
22560,0.659,47002,1,1
10241,0.113,24194,2,1
10542,0.159,21845,2,0
31350,0.415,72387,0,1
5000,0.507,7243,1,0
14738,0.633,7098,1,0
22742,0.13,11572,1,1
8413,0.625,8108,1,1
15211,0.409,25698,2,1
6057,0.174,6686,1,1
7020,0.141,5257,2,0
11997,0.267,26227,1,0
14754,0.258,36420,1,1
17334,0.232,7539,1,0
21694,0.182,12751,2,1
9568,0.124,13861,1,1
17976,0.131,19937,1,0
8340,0.212,17035,0,0
15538,0.273,27564,1,0
10979,0.325,5971,2,0
12367,0.233,19098,1,0
12231,0.16,13536,2,1
5000,0.199,12133,0,0
5641,0.073,7887,0,0
10417,0.298,24461,1,0
5000,0.142,5000,1,0
14997,0.087,9251,2,0
15302,0.468,18533,2,1
11656,0.312,26373,2,0
5650,0.35,8721,2,0
19733,0.327,42045,2,0
27408,0.612,27282,2,1
10652,0.282,6755,1,0
12775,0.074,11710,1,1
10947,0.323,19214,2,0
12902,0.051,28772,1,0
9322,0.313,12637,0,1
9727,0.162,7846,0,1
15566,0.188,27069,1,0
31978,0.218,26016,0,1
5000,0.421,7988,1,1
9396,0.165,5777,2,0
5484,0.112,11537,2,0
21938,0.521,45870,1,0
7377,0.307,11335,2,0
5000,0.231,5000,0,1
13617,0.299,13459,2,0
23674,0.213,16344,1,0
13791,0.112,20676,1,0
10964,0.293,6728,2,0
12143,0.181,27037,0,0
20078,0.438,43879,1,1
6392,0.168,5000,1,0
9358,0.153,17400,1,1
7892,0.091,14700,2,1
5519,0.707,6806,2,1
8398,0.273,6057,1,0
17220,0.172,11665,2,0
13138,0.155,25658,2,0
13659,0.03,11779,1,0
10649,0.448,17754,0,1
12857,0.554,28521,1,1
6632,0.447,10913,0,1
8478,0.1,20731,1,0
10894,0.161,19125,1,1
11370,0.131,12060,0,0
11615,0.304,25440,0,1
9235,0.2,9724,1,0
8195,0.308,19998,0,1
40000,0.164,56129,1,0
15574,0.308,37407,2,0
12168,0.296,9558,0,1
8807,0.161,5000,1,0
7898,0.061,6412,2,0
9270,0.555,5623,2,0
11457,0.517,22242,0,1
5000,0.226,5000,1,1
5000,0.222,8714,2,0
7198,0.163,12986,1,0
10977,0.371,20256,0,1
8781,0.243,18866,0,0
20724,0.377,14772,1,0
5000,0.115,5000,1,0
6797,0.096,5000,0,1
21163,0.208,13078,2,0
10567,0.349,12642,1,1
15404,0.595,37456,1,1
27601,0.411,31514,0,1
6996,0.377,9452,2,1
9417,0.328,19873,2,0
8636,0.216,20115,0,0
5000,0.191,12200,1,1
8474,0.218,18097,2,0
15375,0.123,22375,1,0
12968,0.4,11437,0,0
13487,0.349,22343,2,0
8202,0.088,6671,1,1
7129,0.082,5000,1,1
18669,0.292,43511,1,0
7718,0.127,10944,1,0
11464,0.163,16822,1,0
